2018-07-27 16:23:45,b'RT @Basepoint_Luton: Looking for a haven away from the kids? #DidYouKnow you can use your #Regus Business World Membership to access our br\xe2\x80\xa6'
2018-07-27 15:02:08,b'RT @opensourcedwor1: Coworking is quickly becoming the new normal \n\nHas Coworking Transcended the Effectiveness of the Traditional Office E\xe2\x80\xa6'
2018-07-27 13:33:56,"b""RT @RegusGatwick: We know you probably don't want to start thinking about #work next week, but we have #meeting rooms available #book via o\xe2\x80\xa6"""
2018-07-27 13:33:51,"b'RT @RegusT5: We have #meeting rooms available for next #week, #book now via our #regus #app or through the #website to receive 10% off! Fro\xe2\x80\xa6'"
2018-07-27 13:33:27,"b'We have #meeting rooms available for next #week, #book now via our #regus #app or through the #website to receive 1\xe2\x80\xa6 https://t.co/w5K4x2XXE9'"
2018-07-27 13:28:29,"b""We know you probably don't want to start thinking about #work next week, but we have #meeting rooms available #book\xe2\x80\xa6 https://t.co/EexwKZUXv3"""
2018-07-26 15:24:57,b'@RegusUSA Help - New customer and cannot connect to correct IP series in Pittsburgh Bakery Square. No response from you guys. Help #regus'
2018-07-26 10:19:44,b'Looking for a haven away from the kids? #DidYouKnow you can use your #Regus Business World Membership to access our\xe2\x80\xa6 https://t.co/pFBtDvPDzr'
2018-07-25 23:44:48,b'RT @__CAFFREY__USA: @CAFFREY_USA @SanRamonPatch Scummy worldwide #Movoto #online #realtors #brokers became alliances/invested/employed in/w\xe2\x80\xa6'
2018-07-25 11:24:50,b'On a hot day in this #heatwave we are so happy to have air-con :) Light breezy spaces #WorkYourWay #Regus #Offices\xe2\x80\xa6 https://t.co/3j8z3sCzD0'
2018-07-25 11:06:44,"b'RT @RegusGatwick: Need some #WednesdayMotivation? Come to visit our #Lounge @Gatwick_Airport @RegusGatwick to #staycool, #stayhydrated and\xe2\x80\xa6'"
2018-07-25 10:22:17,"b'RT @jvaroregidor: As of September, a large fully-furnished external office will be available for 3 - 4 people,  including wi-fi, internet,\xe2\x80\xa6'"
2018-07-25 10:07:15,"b'As of September, a large fully-furnished external office will be available for 3 - 4 people,  including wi-fi, inte\xe2\x80\xa6 https://t.co/cyiJGr5vhy'"
2018-07-25 09:46:01,"b'Need some #WednesdayMotivation? Come to visit our #Lounge @Gatwick_Airport @RegusGatwick to #staycool,\xe2\x80\xa6 https://t.co/MSuvnpHz1z'"
2018-07-25 07:44:49,"b""Business Breakfast @ Sutton Harbour is back at 8am on the 3rd August! \nIt's a great opportunity to network &amp; learn!\xe2\x80\xa6 https://t.co/CzHt92WIa1"""
2018-07-24 11:15:10,b'We have #meeting rooms for you and your #team. #Book now via the #regus app or through our #Website to receive 10%\xe2\x80\xa6 https://t.co/TlzxuLZ7EX'
2018-07-24 11:01:58,"b'We have #meeting rooms available, small and large. #Book via the #Regus app or through our website to receive 10% o\xe2\x80\xa6 https://t.co/BRSrp0vklZ'"
2018-07-23 12:37:45,b'https://t.co/E61HTGtj8t\nRead our #Regus #Blog on how digital advances have made it easy to work anywhere. We offer\xe2\x80\xa6 https://t.co/rG0ZMBkXU7'
2018-07-23 10:05:15,b'Business Breakfast @ Sutton Harbour is back at 8am on the 3rd August! \n\nGreat opportunity to network so get in touc\xe2\x80\xa6 https://t.co/FSNeerMw2K'
2018-07-20 14:02:36,b'RT @regus_ksa: Your gold membership gives you a free drop-in access to our #business #lounges located in convenient locations around the wo\xe2\x80\xa6'
2018-07-20 14:02:13,b'RT @regus_ksa: What is #CoWorking? #regus #shared #Business #Entrepreneur #saudi #riyadh #jeddah #jubail #khubar #dammam #Makkah https://t.\xe2\x80\xa6'
2018-07-20 11:48:45,b'@Regus_UK - several emails and phone calls and still no refund of the double payment you took in error from my colleague - #regus \xf0\x9f\x98\xa1'
2018-07-20 11:12:20,b'Another great fancy #chocolate #friday at #Regus #Gibraltar. Wishing all of our customers a sweet weekend. https://t.co/7jizlHeK36'
2018-07-20 10:20:27,"b""We're nearly full!! If you're bored of working from home and want to try something new, book your tour now on 01494\xe2\x80\xa6 https://t.co/AhBKSvrLs8"""
2018-07-20 10:15:28,"b'From #conference rooms to #meeting rooms, we have it all at #Regus. Click the link below to find out more!\xe2\x80\xa6 https://t.co/s5mkcCn16M'"
2018-07-20 09:53:01,b'All you need to know about what we do here at click the link:  #Regus https://t.co/UYlU0cBniQ #business #team\xe2\x80\xa6 https://t.co/YwM1zdZoBr'
2018-07-20 08:25:26,b'#Meeting rooms with a #view. #Modern #rooms for you and your #team to stay #productive and #focused. #Book now via\xe2\x80\xa6 https://t.co/8dgAO5D89w'
2018-07-20 08:20:24,b'One of the many #perks of using our #Regus #Lounge @Gatwick_Airport is enjoying #cakefriday! #yummy\xe2\x80\xa6 https://t.co/mTx7g5F64k'
2018-07-20 06:41:49,b'Happy #Friday! #weekend #FridayFeeling #gatwickairport #Regus @RegusGatwick #meeting #workfromanywhere #shower\xe2\x80\xa6 https://t.co/JBxoejJsHw'
2018-07-18 18:08:03,b'Because we need cold treats in our life right now... \n#IceCreamParty #Regus #benandjerrys #givingmelife\xe2\x80\xa6 https://t.co/WgbQJczxPr'
2018-07-18 14:07:14,b'#Call In #Work Out #Meet In #CoWork #Connect #Secure #Search #Office #Desk Lets Go #Global #Workspace #Regus\xe2\x80\xa6 https://t.co/ezdBMXdNwA'
2018-07-18 13:00:28,b'#Book your next #meeting room through the #regus app or website to receive 10% off. #Heathrow #Airport #team\xe2\x80\xa6 https://t.co/RuVdRwcCqJ'
2018-07-28 01:05:17,b'Chela gratis mam\xc3\xa1! Quiero trabajar aqu\xc3\xad #WeWork #PingPong #Beer #NoBeerPong en WeWork Montes Urales https://t.co/aD7lCuc5el'
2018-07-28 00:47:40,b'Con el grande de @akelaonline charlando en sus oficinas de #WeWork @WeWorkAR https://t.co/faDeN1E8s9'
2018-07-27 21:01:34,b'Te esperamos el pr\xc3\xb3ximos mi\xc3\xa9rcoles #startupgrindba #startupgrind #danielsimons #wework https://t.co/ame2bwM6jx https://t.co/ZPaV6Ljn31'
2018-07-27 20:43:03,b'Te esperamos el pr\xc3\xb3ximos mi\xc3\xa9rcoles #startupgrindba #startupgrind #danielsimons #wework https://t.co/79SSughftc'
2018-07-27 20:02:16,b'Juntos por M\xc3\xa1s \n#togetherformore #onelifestyle #coworking #smartworking #wework #weworking #flexibilidade\xe2\x80\xa6 https://t.co/KqxHCCAwH7'
2018-07-27 15:50:28,b'\xc2\xbfC\xc3\xb3mo multiplicar por 29 el espacio para un coche? convertirlo en estacionamiento para #bicicletas. #WeWork #CDMX\xe2\x80\xa6 https://t.co/5PkwtL2Xuz'
2018-07-27 13:44:28,b'Me ayudan a difundir este evento? \n\n#startupgringba 1 de agosto 18hs en #wework nos visita #danielsimons los espera\xe2\x80\xa6 https://t.co/R4kBFpCYPS'
2018-07-27 07:34:02,b'RT @JESUSMACEIRA: Una alianza de valores compartidos #WeWork y SiteGround \xc2\xbb https://t.co/zR2yWCpdZB https://t.co/8fS23lNC68'
2018-07-26 23:40:16,b'Pues ya que #wework urales https://t.co/I1DxodRikV'
2018-07-26 20:59:37,b'Que bien la pasamos..!!\nGracias por confiar en m\xc3\xad y en mi magia para esta fiesta..!!!\n#familyday #corporatemagic\xe2\x80\xa6 https://t.co/4CGe02UaRO'
2018-07-26 20:11:57,b'RT @JESUSMACEIRA: Una alianza de valores compartidos #WeWork y SiteGround \xc2\xbb https://t.co/zR2yWCpdZB https://t.co/8fS23lNC68'
2018-07-26 20:06:05,b'Una alianza de valores compartidos #WeWork y SiteGround \xc2\xbb https://t.co/zR2yWCpdZB https://t.co/8fS23lNC68'
2018-07-26 18:54:08,b'Trabajando y dando mejor de uno para nuestro cliente @covestro proyecto #WeWork #CDMX \xf0\x9f\x87\xb2\xf0\x9f\x87\xbd #AH #FelizJueves https://t.co/DmCSFy9vH5'
2018-07-26 17:22:16,b'Contando los d\xc3\xada para mudarnos de oficina. Una muy mala experiencia trabajar en @WeWorkMEX  #ReformaLatino. Chavito\xe2\x80\xa6 https://t.co/AcVEd37D8u'
2018-07-26 15:15:06,b'\xc2\xa1Estamos llegando WeWork! Desde la semana que viene nuestras oficinas de Barcelona estar\xc3\xa1n dentro de WeWork Glories\xe2\x80\xa6 https://t.co/SNzFLom0sn'
2018-07-26 05:23:02,b'Madrugar es de guap@s #felizjueves #aporello #doxosport #startups #wework https://t.co/MCCnJUv5ja'
2018-07-25 17:47:38,"b'La genia divina de Irina de @starbucks Torre Bellini acaba de prepararme este INCREIBLE caramel macchiato venti, en\xe2\x80\xa6 https://t.co/D7s2kKldx6'"
2018-07-25 16:42:24,b'En junta en #WeWork Varsovia me encuentro con #WearThePurpose felicidades https://t.co/ENhlNFjK4j'
2018-07-24 22:12:34,b'La #cerveza va en la #taza y el #agua en el vaso  #wework en WeWork Reforma Latino https://t.co/CYWskmF0bQ'
2018-07-24 15:45:45,b'P\xc3\xa1gina web. https://t.co/lt6IMdJgND \n\n#PanelInformativoSgb #wework #weworkmontesurales #convivencia #historias\xe2\x80\xa6 https://t.co/8mlqLv1DqX'
2018-07-24 15:20:05,"b'Muchas empresas en la Marcha del Orgullo 2018, aqu\xc3\xad el contingente de \xe2\x80\x9cWe Work\xe2\x80\x9d//40a Edici\xc3\xb3n de la Marcha del Orgul\xe2\x80\xa6 https://t.co/N1PL2Pr4Xk'"
2018-07-24 04:34:34,"b'RT @EdenredMexico: #Edenred y #WeWork te invitan a seguir la transmisi\xc3\xb3n v\xc3\xada Facebook Live de nuestro panel: ""La cultura startup dentro de\xe2\x80\xa6'"
2018-07-24 04:05:42,"b'#Edenred y #WeWork te invitan a seguir la transmisi\xc3\xb3n v\xc3\xada Facebook Live de nuestro panel: ""La cultura startup dentr\xe2\x80\xa6 https://t.co/vhhJhdsOg6'"
2018-07-23 20:17:27,b'RT @winterchannel: \xc2\xa1El #WeWork m\xc3\xa1s remoto del mundo llega a la nieve! Enterate ac\xc3\xa1: https://t.co/mk2j51EG3Z \xf0\x9f\x93\xb2\xf0\x9f\x92\xbb\xe2\x9d\x84\xef\xb8\x8f @WeWorkAR https://t.co/4Vg\xe2\x80\xa6'
2018-07-23 20:13:41,b'RT @origen_revista: Te invitamos a que hagas un viaje de contenido social al origen de las culturas de nuestro pa\xc3\xads. #Origen  #Cultura #wew\xe2\x80\xa6'
2018-07-23 20:11:36,b'Te invitamos a que hagas un viaje de contenido social al origen de las culturas de nuestro pa\xc3\xads. #Origen  #Cultura\xe2\x80\xa6 https://t.co/x6iCTe0YtE'
2018-07-23 18:06:03,b'Si est\xc3\xa1s creando una #startup o trabajas por tu cuenta esto te interesa!\n#WeWork y #SiteGround una alianza muy inte\xe2\x80\xa6 https://t.co/oHWNdbkjYA'
2018-07-23 17:52:00,b'\xc2\xa1El #WeWork m\xc3\xa1s remoto del mundo llega a la nieve! Enterate ac\xc3\xa1: https://t.co/mk2j51EG3Z \xf0\x9f\x93\xb2\xf0\x9f\x92\xbb\xe2\x9d\x84\xef\xb8\x8f @WeWorkAR https://t.co/4VgYYA0OoA'
2018-07-21 18:05:45,"b'En el #EICOM2017, tuvimos la participaci\xc3\xb3n de @dcanovas, Gerente de Asuntos P\xc3\xbablicos en #WeWork, quien nos acompa\xc3\xb1\xc3\xb3\xe2\x80\xa6 https://t.co/k5VvOIw3si'"
2018-07-20 23:20:26,b'Es viernes y el cuerpo lo sabe! Salud! \xf0\x9f\x8d\xba\xf0\x9f\x8d\xbb Con afinol77 @raulgnzlzmrthns disfrutando de unas chelas \xf0\x9f\x98\x89 #viernes\xe2\x80\xa6 https://t.co/zjMpSizywQ'
2018-07-20 18:58:21,"b'Ja, ja, ja que pasar\xc3\xada si en #WeWork supieran quien se roba los tuppers del refri? tsssss https://t.co/mV4mU0kT23'"
2018-07-20 16:18:27,b'Me siento #Millenial #wework en WeWork Montes Urales https://t.co/v9cjKv0um0'
2018-07-20 11:40:23,b'\xf0\x9f\x8c\xb8 Pues parece que la primavera tard\xc3\xada ha llegado a nuestro patio.\n.\n#coworking #Malasa\xc3\xb1a #coworker #coworks\xe2\x80\xa6 https://t.co/zsqubqC4me'
2018-07-19 21:07:44,b'Amo los ba\xc3\xb1os de Weworkk\n#photography #Colors #Art #Wework #picinthebathroom #picoftheday en WeWork Varsovia https://t.co/oywrVGP4Gl'
2018-07-19 12:32:21,b'RT @ximenavega: Gracias  #WeWork por #SheLeads. Una gran oportunidad para hacer visible la inequidad laboral y hacer algo al respecto con @\xe2\x80\xa6'
2018-07-19 04:52:01,b'Gracias  #WeWork por #SheLeads. Una gran oportunidad para hacer visible la inequidad laboral y hacer algo al respec\xe2\x80\xa6 https://t.co/5epiqjuQX2'
2018-07-18 14:57:38,b'Qu\xc3\xa9 bonita vista \xf0\x9f\x92\x95 #WeWork https://t.co/RZswY9AOxB'
2018-07-27 16:23:45,b'RT @Basepoint_Luton: Looking for a haven away from the kids? #DidYouKnow you can use your #Regus Business World Membership to access our br\xe2\x80\xa6'
2018-07-27 15:02:08,b'RT @opensourcedwor1: Coworking is quickly becoming the new normal \n\nHas Coworking Transcended the Effectiveness of the Traditional Office E\xe2\x80\xa6'
2018-07-27 13:33:56,"b""RT @RegusGatwick: We know you probably don't want to start thinking about #work next week, but we have #meeting rooms available #book via o\xe2\x80\xa6"""
2018-07-27 13:33:51,"b'RT @RegusT5: We have #meeting rooms available for next #week, #book now via our #regus #app or through the #website to receive 10% off! Fro\xe2\x80\xa6'"
2018-07-27 13:33:27,"b'We have #meeting rooms available for next #week, #book now via our #regus #app or through the #website to receive 1\xe2\x80\xa6 https://t.co/w5K4x2XXE9'"
2018-07-27 13:28:29,"b""We know you probably don't want to start thinking about #work next week, but we have #meeting rooms available #book\xe2\x80\xa6 https://t.co/EexwKZUXv3"""
2018-07-26 15:24:57,b'@RegusUSA Help - New customer and cannot connect to correct IP series in Pittsburgh Bakery Square. No response from you guys. Help #regus'
2018-07-26 10:19:44,b'Looking for a haven away from the kids? #DidYouKnow you can use your #Regus Business World Membership to access our\xe2\x80\xa6 https://t.co/pFBtDvPDzr'
2018-07-25 23:44:48,b'RT @__CAFFREY__USA: @CAFFREY_USA @SanRamonPatch Scummy worldwide #Movoto #online #realtors #brokers became alliances/invested/employed in/w\xe2\x80\xa6'
2018-07-25 11:24:50,b'On a hot day in this #heatwave we are so happy to have air-con :) Light breezy spaces #WorkYourWay #Regus #Offices\xe2\x80\xa6 https://t.co/3j8z3sCzD0'
2018-07-25 11:06:44,"b'RT @RegusGatwick: Need some #WednesdayMotivation? Come to visit our #Lounge @Gatwick_Airport @RegusGatwick to #staycool, #stayhydrated and\xe2\x80\xa6'"
2018-07-25 10:22:17,"b'RT @jvaroregidor: As of September, a large fully-furnished external office will be available for 3 - 4 people,  including wi-fi, internet,\xe2\x80\xa6'"
2018-07-25 10:07:15,"b'As of September, a large fully-furnished external office will be available for 3 - 4 people,  including wi-fi, inte\xe2\x80\xa6 https://t.co/cyiJGr5vhy'"
2018-07-25 09:46:01,"b'Need some #WednesdayMotivation? Come to visit our #Lounge @Gatwick_Airport @RegusGatwick to #staycool,\xe2\x80\xa6 https://t.co/MSuvnpHz1z'"
2018-07-25 07:44:49,"b""Business Breakfast @ Sutton Harbour is back at 8am on the 3rd August! \nIt's a great opportunity to network &amp; learn!\xe2\x80\xa6 https://t.co/CzHt92WIa1"""
2018-07-24 11:15:10,b'We have #meeting rooms for you and your #team. #Book now via the #regus app or through our #Website to receive 10%\xe2\x80\xa6 https://t.co/TlzxuLZ7EX'
2018-07-24 11:01:58,"b'We have #meeting rooms available, small and large. #Book via the #Regus app or through our website to receive 10% o\xe2\x80\xa6 https://t.co/BRSrp0vklZ'"
2018-07-23 12:37:45,b'https://t.co/E61HTGtj8t\nRead our #Regus #Blog on how digital advances have made it easy to work anywhere. We offer\xe2\x80\xa6 https://t.co/rG0ZMBkXU7'
2018-07-23 10:05:15,b'Business Breakfast @ Sutton Harbour is back at 8am on the 3rd August! \n\nGreat opportunity to network so get in touc\xe2\x80\xa6 https://t.co/FSNeerMw2K'
2018-07-20 14:02:36,b'RT @regus_ksa: Your gold membership gives you a free drop-in access to our #business #lounges located in convenient locations around the wo\xe2\x80\xa6'
2018-07-20 14:02:13,b'RT @regus_ksa: What is #CoWorking? #regus #shared #Business #Entrepreneur #saudi #riyadh #jeddah #jubail #khubar #dammam #Makkah https://t.\xe2\x80\xa6'
2018-07-20 11:48:45,b'@Regus_UK - several emails and phone calls and still no refund of the double payment you took in error from my colleague - #regus \xf0\x9f\x98\xa1'
2018-07-20 11:12:20,b'Another great fancy #chocolate #friday at #Regus #Gibraltar. Wishing all of our customers a sweet weekend. https://t.co/7jizlHeK36'
2018-07-20 10:20:27,"b""We're nearly full!! If you're bored of working from home and want to try something new, book your tour now on 01494\xe2\x80\xa6 https://t.co/AhBKSvrLs8"""
2018-07-20 10:15:28,"b'From #conference rooms to #meeting rooms, we have it all at #Regus. Click the link below to find out more!\xe2\x80\xa6 https://t.co/s5mkcCn16M'"
2018-07-20 09:53:01,b'All you need to know about what we do here at click the link:  #Regus https://t.co/UYlU0cBniQ #business #team\xe2\x80\xa6 https://t.co/YwM1zdZoBr'
2018-07-20 08:25:26,b'#Meeting rooms with a #view. #Modern #rooms for you and your #team to stay #productive and #focused. #Book now via\xe2\x80\xa6 https://t.co/8dgAO5D89w'
2018-07-20 08:20:24,b'One of the many #perks of using our #Regus #Lounge @Gatwick_Airport is enjoying #cakefriday! #yummy\xe2\x80\xa6 https://t.co/mTx7g5F64k'
2018-07-20 06:41:49,b'Happy #Friday! #weekend #FridayFeeling #gatwickairport #Regus @RegusGatwick #meeting #workfromanywhere #shower\xe2\x80\xa6 https://t.co/JBxoejJsHw'
2018-07-18 18:08:03,b'Because we need cold treats in our life right now... \n#IceCreamParty #Regus #benandjerrys #givingmelife\xe2\x80\xa6 https://t.co/WgbQJczxPr'
2018-07-18 14:07:14,b'#Call In #Work Out #Meet In #CoWork #Connect #Secure #Search #Office #Desk Lets Go #Global #Workspace #Regus\xe2\x80\xa6 https://t.co/ezdBMXdNwA'
2018-07-18 13:00:28,b'#Book your next #meeting room through the #regus app or website to receive 10% off. #Heathrow #Airport #team\xe2\x80\xa6 https://t.co/RuVdRwcCqJ'
2018-07-27 16:23:45,b'RT @Basepoint_Luton: Looking for a haven away from the kids? #DidYouKnow you can use your #Regus Business World Membership to access our br\xe2\x80\xa6'
2018-07-27 15:02:08,b'RT @opensourcedwor1: Coworking is quickly becoming the new normal \n\nHas Coworking Transcended the Effectiveness of the Traditional Office E\xe2\x80\xa6'
2018-07-27 13:33:56,"b""RT @RegusGatwick: We know you probably don't want to start thinking about #work next week, but we have #meeting rooms available #book via o\xe2\x80\xa6"""
2018-07-27 13:33:51,"b'RT @RegusT5: We have #meeting rooms available for next #week, #book now via our #regus #app or through the #website to receive 10% off! Fro\xe2\x80\xa6'"
2018-07-27 13:33:27,"b'We have #meeting rooms available for next #week, #book now via our #regus #app or through the #website to receive 1\xe2\x80\xa6 https://t.co/w5K4x2XXE9'"
2018-07-27 13:28:29,"b""We know you probably don't want to start thinking about #work next week, but we have #meeting rooms available #book\xe2\x80\xa6 https://t.co/EexwKZUXv3"""
2018-07-26 15:24:57,b'@RegusUSA Help - New customer and cannot connect to correct IP series in Pittsburgh Bakery Square. No response from you guys. Help #regus'
2018-07-26 10:19:44,b'Looking for a haven away from the kids? #DidYouKnow you can use your #Regus Business World Membership to access our\xe2\x80\xa6 https://t.co/pFBtDvPDzr'
2018-07-25 23:44:48,b'RT @__CAFFREY__USA: @CAFFREY_USA @SanRamonPatch Scummy worldwide #Movoto #online #realtors #brokers became alliances/invested/employed in/w\xe2\x80\xa6'
2018-07-25 11:24:50,b'On a hot day in this #heatwave we are so happy to have air-con :) Light breezy spaces #WorkYourWay #Regus #Offices\xe2\x80\xa6 https://t.co/3j8z3sCzD0'
2018-07-25 11:06:44,"b'RT @RegusGatwick: Need some #WednesdayMotivation? Come to visit our #Lounge @Gatwick_Airport @RegusGatwick to #staycool, #stayhydrated and\xe2\x80\xa6'"
2018-07-25 10:22:17,"b'RT @jvaroregidor: As of September, a large fully-furnished external office will be available for 3 - 4 people,  including wi-fi, internet,\xe2\x80\xa6'"
2018-07-25 10:07:15,"b'As of September, a large fully-furnished external office will be available for 3 - 4 people,  including wi-fi, inte\xe2\x80\xa6 https://t.co/cyiJGr5vhy'"
2018-07-25 09:46:01,"b'Need some #WednesdayMotivation? Come to visit our #Lounge @Gatwick_Airport @RegusGatwick to #staycool,\xe2\x80\xa6 https://t.co/MSuvnpHz1z'"
2018-07-25 07:44:49,"b""Business Breakfast @ Sutton Harbour is back at 8am on the 3rd August! \nIt's a great opportunity to network &amp; learn!\xe2\x80\xa6 https://t.co/CzHt92WIa1"""
2018-07-24 11:15:10,b'We have #meeting rooms for you and your #team. #Book now via the #regus app or through our #Website to receive 10%\xe2\x80\xa6 https://t.co/TlzxuLZ7EX'
2018-07-24 11:01:58,"b'We have #meeting rooms available, small and large. #Book via the #Regus app or through our website to receive 10% o\xe2\x80\xa6 https://t.co/BRSrp0vklZ'"
2018-07-23 12:37:45,b'https://t.co/E61HTGtj8t\nRead our #Regus #Blog on how digital advances have made it easy to work anywhere. We offer\xe2\x80\xa6 https://t.co/rG0ZMBkXU7'
2018-07-23 10:05:15,b'Business Breakfast @ Sutton Harbour is back at 8am on the 3rd August! \n\nGreat opportunity to network so get in touc\xe2\x80\xa6 https://t.co/FSNeerMw2K'
2018-07-20 14:02:36,b'RT @regus_ksa: Your gold membership gives you a free drop-in access to our #business #lounges located in convenient locations around the wo\xe2\x80\xa6'
2018-07-20 14:02:13,b'RT @regus_ksa: What is #CoWorking? #regus #shared #Business #Entrepreneur #saudi #riyadh #jeddah #jubail #khubar #dammam #Makkah https://t.\xe2\x80\xa6'
2018-07-20 11:48:45,b'@Regus_UK - several emails and phone calls and still no refund of the double payment you took in error from my colleague - #regus \xf0\x9f\x98\xa1'
2018-07-20 11:12:20,b'Another great fancy #chocolate #friday at #Regus #Gibraltar. Wishing all of our customers a sweet weekend. https://t.co/7jizlHeK36'
2018-07-20 10:20:27,"b""We're nearly full!! If you're bored of working from home and want to try something new, book your tour now on 01494\xe2\x80\xa6 https://t.co/AhBKSvrLs8"""
2018-07-20 10:15:28,"b'From #conference rooms to #meeting rooms, we have it all at #Regus. Click the link below to find out more!\xe2\x80\xa6 https://t.co/s5mkcCn16M'"
2018-07-20 09:53:01,b'All you need to know about what we do here at click the link:  #Regus https://t.co/UYlU0cBniQ #business #team\xe2\x80\xa6 https://t.co/YwM1zdZoBr'
2018-07-20 08:25:26,b'#Meeting rooms with a #view. #Modern #rooms for you and your #team to stay #productive and #focused. #Book now via\xe2\x80\xa6 https://t.co/8dgAO5D89w'
2018-07-20 08:20:24,b'One of the many #perks of using our #Regus #Lounge @Gatwick_Airport is enjoying #cakefriday! #yummy\xe2\x80\xa6 https://t.co/mTx7g5F64k'
2018-07-20 06:41:49,b'Happy #Friday! #weekend #FridayFeeling #gatwickairport #Regus @RegusGatwick #meeting #workfromanywhere #shower\xe2\x80\xa6 https://t.co/JBxoejJsHw'
2018-07-18 18:08:03,b'Because we need cold treats in our life right now... \n#IceCreamParty #Regus #benandjerrys #givingmelife\xe2\x80\xa6 https://t.co/WgbQJczxPr'
2018-07-18 14:07:14,b'#Call In #Work Out #Meet In #CoWork #Connect #Secure #Search #Office #Desk Lets Go #Global #Workspace #Regus\xe2\x80\xa6 https://t.co/ezdBMXdNwA'
2018-07-18 13:00:28,b'#Book your next #meeting room through the #regus app or website to receive 10% off. #Heathrow #Airport #team\xe2\x80\xa6 https://t.co/RuVdRwcCqJ'
